,x,r,theta,eps,regime,mach,T,P,n_chan,w_chan,d_chan,t_wall,r_cool,r_outer,fin_thick,A_chan,D_hyd,mdot_chan,T_c_i,dT_c,T_c_e,P_c_i,dP_c,P_c_e,dx,s,A_w_segment,T_aw,R_soot,rho_c,cp_c,cond_c,visc_c,u_c,t_transit,Re_c,Pr_c,f_darcy,Nu_c,h_c,T_wg,T_wc,q_tot
74,86.628,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,453.05207997707777,1.1481205012318219,454.20020047830957,25.934576473322508,0.010261371206269475,25.92431510211624,1.1710000000000065,1.1710000000000065,371.3974373128369,3325.0020179356225,0.000526667590690191,688.4811176930139,2653.1242540274493,0.08679168527303083,0.0002199637565567976,9.405468697134589,0.00012450203575253575,25233.329484017526,6.724044771016458,0.024664867740167677,178.9734550744627,18122.30908255797,637.7068237433102,625.068947371669,3117342.838338171
75,87.799,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,451.9016074729115,1.150472504166274,453.05207997707777,25.94485394957439,0.010277476251882493,25.934576473322508,1.1710000000000065,1.1710000000000065,371.3974373128369,3325.0020179356225,0.000526667590690191,689.3149744116711,2648.0775913406737,0.08699439576713092,0.0002224390274377904,9.394091005431433,0.00012465282690182192,24952.536466615245,6.77096264424175,0.024733498666278653,177.73052120254778,18038.485851625042,637.3821278374917,624.74245040576,3117787.0998271345
76,88.969,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,450.74975954700625,1.1518479259052437,451.9016074729115,25.955138901369356,0.010284951794963776,25.94485394957439,1.1699999999999875,1.1699999999999875,371.0802746848951,3325.0020179356225,0.000526667590690191,690.1498280291275,2643.0248952288975,0.0871973486072404,0.0002249505651765238,9.382727254344227,0.00012469721950601032,24673.94531498223,6.818440622952552,0.024802647247621948,176.49122024260942,17954.4942005474,637.0647797671438,624.4233419507028,3118221.3280554605
77,90.14,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,449.5945552545718,1.155204292434477,450.74975954700625,25.96544910100284,0.010310199633483057,25.955138901369356,1.1710000000000065,1.1710000000000065,371.3974373128369,3325.0020179356225,0.000526667590690191,690.9871143242626,2637.9574760797045,0.08740089283107706,0.00022750342540933034,9.371357970057739,0.00012495520966560535,24397.07417043691,6.86657015108765,0.02487243942174458,175.2534316281117,17870.190795341598,636.7543783282482,624.1112185824297,3118646.070635216
78,91.311,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,448.436969091192,1.1575861633797804,449.5945552545718,25.975775937592164,0.010326836589325575,25.96544910100284,1.1710000000000065,1.1710000000000065,371.3974373128369,3325.0020179356225,0.000526667590690191,691.8261269875495,2632.879608615423,0.08760485673485778,0.00023009625243264464,9.359992848530299,0.0001251069331942787,24122.15707582918,6.91532129185806,0.024942824026559878,174.01821696423715,17785.647794141958,636.4513432128022,623.8065023265312,3119060.751946816
79,92.481,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,447.27798367217315,1.1589854190188444,448.436969091192,25.986110745562616,0.010334807970450386,25.975775937592164,1.1699999999999875,1.1699999999999875,371.0802746848951,3325.0020179356225,0.000526667590690191,692.6661538243272,2627.7956031763547,0.0878090671841239,0.00023272757240450437,9.348641571812932,0.00012515187270925563,23849.421391689244,6.964662205329007,0.025013748010246497,172.78662917668842,17700.938184876493,636.15607221388,623.5095931884645,3119464.8262691647
80,93.652,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,446.115605737272,1.162377934901138,447.27798367217315,25.99647139001928,0.010360644456665541,25.986110745562616,1.1710000000000065,1.1710000000000065,371.3974373128369,3325.0020179356225,0.000526667590690191,693.5086395396539,2622.6967161271177,0.08801387538654644,0.00023540270155640884,9.337284688087317,0.00012541119170265743,23578.39526497475,7.014688191241922,0.02508534075758317,171.55656122281115,17615.917434743747,635.8682117612212,623.2201356418251,3119858.7761177113
81,94.823,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,444.95081579658233,1.164789940689681,446.115605737272,26.00684922472171,0.010377834702427908,25.99647139001928,1.1709999999999923,1.1709999999999923,371.3974373128324,3325.0020179356225,0.000526667590690191,694.3528734647161,2617.587248573288,0.0882191085786001,0.0002381202398727479,9.325931883479031,0.000125563859422395,23309.307712381164,7.065368416897783,0.02515755001460391,170.32906845389553,17530.658348030356,635.5881729838562,622.9385431019655,3120242.037533065
82,95.993,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,443.78460258625745,1.1662132103248908,444.95081579658233,26.017235546967076,0.010386322245365998,26.00684922472171,1.1700000000000017,1.1700000000000017,371.08027468489956,3325.0020179356225,0.000526667590690191,695.1981389684936,2612.471537704877,0.08842459254734764,0.00024087866243774556,9.31459283052446,0.0001256093552651968,23042.381120720413,7.116670052192478,0.025230321564267088,169.10519753576776,17445.2345546955,635.3163438330255,622.6652056780711,3120614.0782220783
83,97.164,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,442.6149603858649,1.1696422003925548,443.78460258625745,26.02764831791117,0.010412770944092264,26.017235546967076,1.1710000000000065,1.1710000000000065,371.3974373128369,3325.0020179356225,0.000526667590690191,696.0458897871271,2607.3407852286346,0.08863068069591552,0.00024368356338171584,9.303248099073304,0.00012587001738851292,22777.153562242907,7.168692472021995,0.025303788389128914,167.88285495143236,17359.50033010562,635.0524215437462,622.3998189305522,3120975.3112544925
84,98.335,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,441.4428758075537,1.1720845783111669,442.6149603858649,26.038078854935254,0.010430537024084408,26.02764831791117,1.1709999999999923,1.1709999999999923,371.3974373128324,3325.0020179356225,0.000526667590690191,696.8954108290641,2602.1993190174153,0.08883719918561096,0.0002465334971150033,9.291907365735542,0.00012602364120827594,22513.849065917108,7.22140391850121,0.025377897109847707,166.66308979038857,17273.529122031134,634.7968083910005,622.1427873717342,3121325.184752323
85,99.505,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,440.26934379721195,1.1735320103417506,441.4428758075537,26.048518417118988,0.010439562183733542,26.038078854935254,1.1700000000000017,1.1700000000000017,371.08027468489956,3325.0020179356225,0.000526667590690191,697.7459809624997,2597.05150350085,0.08904397270935636,0.00024942688592157007,9.280580293844647,0.00012606970285855996,22252.685083376182,7.274770536244089,0.025452592306891,165.44694244704337,17187.395199451148,634.5498821118732,621.8944908400476,3121663.1803836427
86,100.676,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,439.0923460299311,1.17699776728086,440.26934379721195,26.058985065052322,0.010466647933335257,26.048518417118988,1.1710000000000065,1.1710000000000065,371.3974373128369,3325.0020179356225,0.000526667590690191,698.5990630592362,2591.8884850948957,0.08925135689115661,0.0002523696205305417,9.269247474614495,0.00012633172252731424,21993.209531605193,7.328896010383138,0.025528010719930053,164.2323329364254,17100.951653305518,634.311394168735,621.6546794238029,3121989.637083245
87,101.847,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,437.91287530977627,1.1794707201548298,439.0923460299311,26.069470078686564,0.010485013634242257,26.058985065052322,1.1709999999999923,1.1709999999999923,371.3974373128324,3325.0020179356225,0.000526667590690191,699.4539375398507,2586.7146188338647,0.08945917680131815,0.0002553602085408257,9.257918575461506,0.00012648631444045922,21735.64149033235,7.383747627904456,0.025604097809582078,163.02030407513874,17014.272571872898,634.0817376994031,621.4237484475069,3122304.015467738
88,103.017,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,436.7319328835258,1.1809424262504256,437.91287530977627,26.07996467775966,0.01049459907309438,26.069470078686564,1.1700000000000017,1.1700000000000017,371.08027468489956,3325.0020179356225,0.000526667590690191,700.3098787056849,2581.534296786874,0.08966725602256166,0.00025839701769731985,9.24660325083218,0.00012653295142675268,21480.193514623,7.439290471933627,0.025680796915145306,161.8118899714594,16927.432859826335,633.8612798564759,621.2020671063412,3122605.811699861
89,104.188,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,435.54748767835775,1.1844452051680683,436.7319328835258,26.090487025830058,0.010522348070397654,26.07996467775966,1.1710000000000065,1.1710000000000065,371.3974373128369,3325.0020179356225,0.000526667590690191,701.1683586681647,2576.338609449884,0.08987595242504379,0.0002614862555556115,9.235282113028818,0.00012679634316184018,21226.42328540844,7.495632789986236,0.02575824870216243,160.60502418324936,16840.28443150285,633.6498300269806,620.9894437343438,3122895.2855170574
90,105.358,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,434.3615545453569,1.1859331330008243,435.54748767835775,26.101019346026632,0.010532320196573451,26.090487025830058,1.1700000000000017,1.1700000000000017,371.08027468489956,3325.0020179356225,0.000526667590690191,702.0279170732981,2571.1363951686626,0.09008491099683902,0.00026462367526049516,9.223974493814577,0.00012684336896037402,20974.759489210745,7.552691732241665,0.025836330327679055,159.4017716428333,16752.976813046946,633.4479406080665,620.7864337992215,3123171.679515071
91,106.529,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,433.17209383525716,1.1894607100997647,434.3615545453569,26.111579872585406,0.010560526558774007,26.101019346026632,1.1709999999999923,1.1709999999999923,371.3974373128324,3325.0020179356225,0.000526667590690191,702.8900322486747,2565.918706817739,0.09029449111925289,0.00026781570760991,9.212661019410957,0.0001271076833862345,20724.766270335487,7.610578736506908,0.025915185172802828,158.20007494347254,16665.36113905661,633.2554617996361,620.5928866741175,3123435.197627922
92,107.7,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,431.9801088778068,1.1919849574503414,433.17209383525716,26.122159820652932,0.010579948067527342,26.111579872585406,1.1710000000000065,1.1710000000000065,371.3974373128369,3325.0020179356225,0.000526667590690191,703.75397698591,2560.689945603387,0.09050451600799174,0.00027106077954694696,9.201351342643317,0.00012726391552652175,20476.654545954247,7.66925942979456,0.025994756684541077,157.00096641409647,16577.51255777723,633.0727709172559,620.4091817733016,3123685.3221753873
93,108.87,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,430.78661162980035,1.19349724800645,431.9801088778068,26.13275034180467,0.010590521151736847,26.122159820652932,1.1700000000000017,1.1700000000000017,371.08027468489956,3325.0020179356225,0.000526667590690191,704.6190178237789,2555.454550575282,0.09071480735869708,0.00027435716405682577,9.190055103862322,0.00012731153260531414,20230.628796666933,7.728697042806734,0.026074986043752194,155.80546964533747,16489.507025026134,632.9002166676197,620.2356697433698,3123921.574648289
94,110.041,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,429.5895494581746,1.197062171625773,430.78661162980035,26.14336977949548,0.010619437690811315,26.13275034180467,1.1709999999999923,1.1709999999999923,371.3974373128324,3325.0020179356225,0.000526667590690191,705.4866425004624,2550.2035176532286,0.09092572684038833,0.00027771164627051246,9.178752949990308,0.00012757724348613487,19986.262795523384,7.7890080379071,0.026156020861455055,154.6115408007588,16401.19451275824,632.737714025269,620.0722650911545,3124144.0704149185
95,111.212,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,428.38993213665583,1.1996173215187815,429.5895494581746,26.154009308476624,0.010639528981144045,26.14336977949548,1.1710000000000065,1.1710000000000065,371.3974373128369,3325.0020179356225,0.000526667590690191,706.3561191370126,2544.9412763106543,0.09113709653335836,0.0002811226032449278,9.167454525546228,0.00012773447599187673,19743.762613439154,7.850157004289158,0.026237803326181853,153.42020589095532,16312.65080019366,632.5856304855633,619.9193373559252,3124352.305310731
96,112.382,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,427.1887781781392,1.20115395851661,428.38993213665583,26.164660037803696,0.01065072932707192,26.154009308476624,1.1700000000000017,1.1700000000000017,371.08027468489956,3325.0020179356225,0.000526667590690191,707.2267095203756,2539.6722943562254,0.09134873697807949,0.00028458824880733547,9.156169462860642,0.0001277826939252019,19503.327937821825,7.912106009399817,0.026320273267176546,152.23248216557448,16223.952468340447,632.4443032220294,619.7772255867251,3124545.8167083813
97,113.553,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,425.9840218270267,1.2047563511125208,427.1887781781392,26.175340424133115,0.010680386329420257,26.164660037803696,1.1709999999999923,1.1709999999999923,371.3974373128324,3325.0020179356225,0.000526667590690191,708.0999108998801,2534.3875101464355,0.09156101215573027,0.0002881157474756425,9.144878429373875,0.00012804981597553807,19264.54208897114,7.974976845350152,0.0264035827227082,151.04633938035496,16134.948335430448,632.313716559674,619.645914025242,3124724.6251599044
98,114.724,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,424.7766794007151,1.2073424263116048,425.9840218270267,26.186041600645087,0.010701176511972612,26.175340424133115,1.1710000000000065,1.1710000000000065,371.3974373128369,3325.0020179356225,0.000526667590690191,708.9749866537587,2529.091381859177,0.09177374299362455,0.00029170342540109487,9.133591061643903,0.00012820806100215799,19027.60633032683,8.038733031646764,0.026487672583562,149.86279720452615,16045.71480744617,632.1942279607001,619.5257621214489,3124888.2403486366
99,115.894,50.478,0.0,8.0,0.0,0.07462400705577904,3323.8634504730508,20.932608885661583,90.0,1.0,0.75,1.5,51.978,52.728,2.6287489544064506,0.75,0.8571428571428571,0.004856615700772408,423.56777606892723,1.2089033317879152,424.7766794007151,26.19675463261173,0.010713031966641145,26.186041600645087,1.1700000000000017,1.1700000000000017,371.08027468489956,3325.0020179356225,0.000526667590690191,709.8511937441219,2523.788406503956,0.09198674885931758,0.00029534943556536387,9.122316984317248,0.0001282568893419756,18792.715595054964,8.103335432447443,0.026572481283040565,148.68286652028866,15956.329085999438,632.0861627388626,619.4170969982499,3125036.216017791
100,116.465,50.149,30.0,7.896,0.0,0.07561294525144406,3323.8252828155746,20.93081424013614,90.0,1.0,0.75,1.5,51.649,52.399,2.605780421450205,0.75,0.8571428571428571,0.004856615700772408,422.8854162624727,0.682359806454528,423.56777606892723,26.202795455255636,0.006040822643906971,26.19675463261173,0.570999999999998,0.6590007587249032,208.32927981986037,3324.9942140421686,0.000526667590690191,710.3457647200412,2520.7951669769627,0.09210697901955134,0.00029743148847001755,9.115965664385952,7.229083379498371e-05,18661.164533355728,8.140141676808593,0.026620623291123337,148.01912403829886,15905.860077669287,632.905463420847,620.1830757246687,3138188.965057333
101,117.036,49.819,30.0,7.792,0.0,0.07662853179871122,3323.7855646353705,20.92894683042729,90.0,1.0,0.75,1.5,51.319,52.069,2.58274207532388,0.75,0.8571428571428571,0.004856615700772408,422.20333257180096,0.6820836906717046,422.8854162624727,26.20884762072033,0.006052165464695281,26.202795455255636,0.570999999999998,0.6595005686123375,207.1219139105566,3324.9860931233848,0.000526667590690191,710.8401355686215,2517.803138659462,0.09222716052884684,0.00029953028132611784,9.10962574707455,7.239601130969935e-05,18530.406739400074,8.177182059189226,0.02666894363314131,147.35727809462492,15855.400565581382,633.7420787838026,620.965889750654,3151459.961509989
102,117.607,49.489,30.0,7.69,0.0,0.07765152933959303,3323.745021874622,20.927040800648925,90.0,1.0,0.75,1.5,50.989,51.739,2.5597037291975546,0.75,0.8571428571428571,0.004856615700772408,421.5221198291719,0.6812127426290173,422.20333257180096,26.214906574464365,0.006058953744033731,26.20884762072033,0.570999999999998,0.6595005686123411,205.75447169723975,3324.977803607964,0.000526667590690191,711.3338751584154,2514.8149308426455,0.0923471885791875,0.00030164411427846094,9.10330272066373,7.244629656391964e-05,18400.55111639294,8.214425734658926,0.026717400923023715,146.69789810959824,15804.994871047087,634.5789766248869,621.749543880911,3164593.4101807065
103,118.178,49.16,30.0,7.588,0.0,0.0787023041254812,3323.702819558005,20.92505691015337,90.0,1.0,0.75,1.5,50.66,51.41,2.536735196241309,0.75,0.8571428571428571,0.004856615700772408,420.8423030455979,0.6798167835740421,421.5221198291719,26.220967741317644,0.0060611668532783,26.214906574464365,0.570999999999998,0.6590007587249032,204.23420279795087,3324.969174773915,0.000526667590690191,711.8266029640658,2511.8328465398195,0.09246697066489296,0.00030377144575498283,9.09700139621892,7.244153650441458e-05,18271.690842913435,8.251844845804522,0.026765958080226443,146.0414805540946,15754.682181295168,635.43335249122,622.5502017955611,3177843.838262535
104,118.749,48.83,30.0,7.486,0.0,0.07978200706117597,3323.6588656579984,20.922990852567413,90.0,1.0,0.75,1.5,50.33,51.08,2.513696850114984,0.75,0.8571428571428571,0.004856615700772408,420.1628661942824,0.6794368513154486,420.8423030455979,26.227040347381188,0.006072606063542878,26.220967741317644,0.570999999999998,0.6595005686123375,203.02373103488554,3324.9601878049666,0.000526667590690191,712.3190553967152,2508.8524288478393,0.0925866858074463,0.00030591556274875377,9.0907123036649,7.25466329350739e-05,18143.62726063209,8.28949644250943,0.02681468815906551,145.38703445386474,15704.387626032403,636.3054149303493,623.3680641353831,3191213.1960916864
105,119.32,48.501,30.0,7.385,0.0,0.08088082251009816,3323.613520036704,20.920859562134478,90.0,1.0,0.75,1.5,50.001,50.751,2.4907283171587387,0.75,0.8571428571428571,0.004856615700772408,419.4848837644614,0.6779824298209619,420.1628661942824,26.23311520958768,0.006074862206492759,26.227040347381188,0.570999999999998,0.6590007587249032,201.50553165797277,3324.9509162797904,0.000526667590690191,712.8104536719372,2505.8783911211867,0.09270614468442293,0.00030807318026856794,9.084445335604105,7.254166153018966e-05,18016.55677687108,8.327322077160023,0.026863514553199977,144.73558470280352,15654.191065849764,637.1864705435987,624.1949674498786,3204570.7631176156
106,119.891,48.171,30.0,7.285,0.0,0.08199910106768385,3323.5667356754575,20.918660846526983,90.0,1.0,0.75,1.5,49.671,50.421,2.467689971032413,0.75,0.8571428571428571,0.004856615700772408,418.8073713507331,0.6775124137283204,419.4848837644614,26.23920157408534,0.00608636449765923,26.23311520958768,0.5710000000000122,0.6595005686123498,200.2929903725362,3324.9413505847847,0.000526667590690191,713.3015112818455,2502.906415167126,0.09282552074569206,0.00031024753412712554,9.078191337900067,7.26466918425739e-05,17890.288666937744,8.365377723912225,0.026912508576483245,144.08617507103833,15604.019938761434,638.0764127936728,625.0308126966396,3217914.6906015244
107,120.462,47.841,30.0,7.186,0.0,0.08313719696418598,3323.5184640269226,20.916392442942136,90.0,1.0,0.75,1.5,49.341,50.091,2.4446516249060886,0.75,0.8571428571428571,0.004856615700772408,418.13089539048093,0.6764759602521789,418.8073713507331,26.245294859169945,0.006093285084604913,26.23920157408534,0.570999999999998,0.6595005686123375,198.92554815921454,3324.931480793791,0.000526667590690191,713.7918176754564,2499.938985719884,0.0929447141863462,0.0003124369270159882,9.07195549273461,7.269662744052338e-05,17764.922977417024,8.40363286135672,0.02696162987458787,143.43933966926045,15553.91650007725,638.975184398517,625.8755505358097,3231243.019467787
108,121.032,47.512,30.0,7.087,0.0,0.0843074539320963,3323.468135947392,20.914027629451954,90.0,1.0,0.75,1.5,49.012,49.762,2.421683091949843,0.75,0.8571428571428571,0.004856615700772408,417.45686690718463,0.6740284832962887,418.13089539048093,26.251382440093966,0.006087580924020586,26.245294859169945,0.5699999999999932,0.6581344847369667,197.15095335395733,3324.9211905376837,0.000526667590690191,714.280350150007,2496.982292375056,0.09306347638743465,0.0003146368324783693,9.065750723325863,7.259569613397923e-05,17640.712627379617,8.44200786092214,0.027010775707416133,142.7964120025246,15503.98560270856,639.8920553919946,626.7379058716248,3244690.21502457
109,121.603,47.182,30.0,6.989,0.0,0.0854989280963222,3323.4161742755164,20.91158629975713,90.0,1.0,0.75,1.5,48.682,49.432,2.398644745823518,0.75,0.8571428571428571,0.004856615700772408,416.7825321165344,0.6743347906502,417.45686690718463,26.257489628285725,0.006107188191760663,26.251382440093966,0.570999999999998,0.6595005686123375,196.19480749686144,3324.910566271542,0.000526667590690191,714.7691046345965,2494.02425538239,0.0931822925591437,0.0003168563341105739,9.05955162169505,7.279615991513545e-05,17517.143721680994,8.48066044567148,0.027060147186469496,142.1547544040511,15454.023565810097,640.8178081680836,627.6092116524758,3258120.473849931
110,122.174,46.853,30.0,6.892,0.0,0.0867120162860837,3323.3625225369838,20.909065824178743,90.0,0.5,0.75,1.5,48.353,49.103,2.8756762128672726,0.375,0.6,0.004856615700772408,416.08136235798685,0.7011697585475772,416.7825321165344,26.289536388651577,0.03204676036585133,26.257489628285725,0.5710000000000122,0.6590007587249155,194.68178349608888,3324.8995964484293,0.000526667590690191,715.277308969743,2490.9485041195453,0.09330583698779238,0.00031918408526796063,18.106229625421538,3.639635486560185e-05,24345.15215478964,8.521129496335954,0.024885648847716747,190.59331022659373,29639.113891610497,544.95239506373,531.1284960197889,3409895.0975054875
111,122.745,46.523,30.0,6.795,0.0,0.08796017100670055,3323.3065327866616,20.90643579298581,90.0,0.5,0.75,1.5,48.023,48.773,2.852637866740948,0.375,0.6,0.004856615700772408,415.3806483367353,0.7007140212515243,416.08136235798685,26.321643294365746,0.03210690571417075,26.289536388651577,0.570999999999998,0.6595005686123375,193.46406683450834,3324.888148587205,0.000526667590690191,715.7851829887759,2487.8747519939234,0.09342930111662325,0.0003215308255724211,18.093382637487252,3.644982156326777e-05,24167.465459655024,8.561858146951959,0.024931148461612346,189.72389889263522,29542.952131099668,545.1947460083177,531.3100316013896,3424896.2203755886
112,123.316,46.193,30.0,6.699,0.0,0.0892315044569564,3323.248682667154,20.903718674804676,90.0,0.5,0.75,1.5,47.693,48.443,2.829599520614622,0.375,0.6,0.004856615700772408,414.68097872910676,0.6996696076285555,415.3806483367353,26.353786181671943,0.032142887306196834,26.321643294365746,0.570999999999998,0.6595005686123411,192.09662462119147,3324.876320348355,0.000526667590690191,716.2923000220371,2484.8055812930997,0.09355258122228033,0.0003238947303296425,18.080572975112688,3.6475645407926056e-05,23991.082267153193,8.602813766969003,0.024976771249780625,188.85803205522456,29446.927305544028,545.4429435702259,531.4974582443782,3439886.380375772
113,123.887,45.864,30.0,6.604,0.0,0.09052646259197851,3323.1889062369155,20.90091140248998,90.0,0.5,0.75,1.5,47.364,48.114,2.8066309876583766,0.375,0.6,0.004856615700772408,413.9829261551106,0.698052573996167,414.68097872910676,26.385940775648308,0.0321545939763663,26.353786181671943,0.570999999999998,0.6590007587249032,190.58670647417574,3324.8640982492393,0.000526667590690191,716.7982450374066,2481.7435038720078,0.09367557641049229,0.0003262739610678404,18.06781097989979,3.647374656830499e-05,23816.136279475137,8.643963713811814,0.025022480022631476,187.99640079408033,29351.118679139014,545.6971792925597,531.6909779503961,3454862.997733669
114,124.458,45.534,30.0,6.51,0.0,0.09184549620629906,3323.1271353067086,20.898010805786413,90.0,0.5,0.75,1.5,47.034,47.784,2.783592641532052,0.375,0.6,0.004856615700772408,413.28548165860377,0.6974444965068062,413.9829261551106,26.41815601539668,0.032215239748372135,26.385940775648308,0.570999999999998,0.6595005686123375,189.36588395883732,3324.8514683476474,0.000526667590690191,717.3037493212523,2478.684093843631,0.09379846445691,0.00032867207302400857,18.055078081377097,3.6527151288953944e-05,23642.36501672058,8.685368616769575,0.025068341175461587,187.13774433474984,29255.388434215576,545.9569644046524,531.8901086019878,3469824.4313239288
115,125.029,45.205,30.0,6.416,0.0,0.0932037221898496,3323.0625976789356,20.894980664814447,90.0,0.5,0.75,1.5,46.705,47.455,2.760624108575806,0.375,0.6,0.004856615700772408,412.5897229471548,0.6957587114489318,413.28548165860377,26.450383180368043,0.032227164971361945,26.41815601539668,0.570999999999998,0.6590007587249032,187.8580353341977,3324.838272757343,0.000526667590690191,717.8080317565169,2475.6320786799893,0.09392105547204639,0.00033108547426945,18.04239382828858,3.652512881587026e-05,23470.02730452576,8.726965607093064,0.025114284141656323,186.28337386585767,29159.885150625298,546.2287123973133,532.1006396706762,3484924.6059038253
116,125.6,44.875,30.0,6.322,0.0,0.0946029223864609,3322.9951251067314,20.891813130557242,90.0,0.5,0.75,1.5,46.375,47.125,2.7375857624494815,0.375,0.6,0.004856615700772408,411.8946140428292,0.6951089043256762,412.5897229471548,26.482671318294624,0.032288137926582555,26.450383180368043,0.570999999999998,0.6595005686123375,186.63514329648424,3324.8244770779806,0.000526667590690191,718.3118432148276,2472.5829139602747,0.09404353199272719,0.0003335178709318042,18.029739206438876,3.6578486303163674e-05,23298.856818454373,8.76881771337726,0.025160377612528206,185.43200148340864,29064.467273300634,546.5121616445523,532.3222975883078,3500166.4672069685
